Year_Month,Card_type,Line,Trip
Mar-2024,Senior/Pensioner,F9 Watsons Bay,20643
Mar-2024,Sgl Trip Ferry Adult,F1 Manly,12420
Mar-2024,Sgl Trip Ferry Adult,F10 Blackwattle Bay,0
Mar-2024,Sgl Trip Ferry Adult,F2 Taronga Zoo,4059
Mar-2024,Sgl Trip Ferry Adult,F3 Parramatta River,5262
Mar-2024,Sgl Trip Ferry Adult,F4 Pyrmont Bay,4782
Mar-2024,Sgl Trip Ferry Adult,F5 Neutral Bay,493
Mar-2024,Sgl Trip Ferry Adult,F6 Mosman Bay,652
Mar-2024,Sgl Trip Ferry Adult,F7 Double Bay,151
Mar-2024,Sgl Trip Ferry Adult,F8 Cockatoo Island,369
Mar-2024,Sgl Trip Ferry Adult,F9 Watsons Bay,1669
Mar-2024,Sgl Trip Ferry Child/Youth,F1 Manly,4753
Mar-2024,Sgl Trip Ferry Child/Youth,F10 Blackwattle Bay,0
Mar-2024,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,1929
Mar-2024,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1173
Mar-2024,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,2223
Mar-2024,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,187
Mar-2024,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,274
Mar-2024,Sgl Trip Ferry Child/Youth,F7 Double Bay,45
Mar-2024,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,170
Mar-2024,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,617
Mar-2024,UNKNOWN,F1 Manly,11
Mar-2025,Adult,118F Newcastle,6197
Mar-2025,Adult,F1 Manly,158340
Mar-2025,Adult,F10 Blackwattle Bay,0
Mar-2025,Adult,F2 Taronga Zoo,28815
Mar-2025,Adult,F3 Parramatta River,55427
Mar-2025,Adult,F4 Pyrmont Bay,47132
Mar-2025,Adult,F5 Neutral Bay,10899
Mar-2025,Adult,F6 Mosman Bay,14327
Mar-2025,Adult,F7 Double Bay,4015
Mar-2025,Adult,F8 Cockatoo Island,10341
Mar-2025,Adult,F9 Watsons Bay,30155
Mar-2025,CTP,118F Newcastle,17155
Mar-2025,CTP,F1 Manly,410287
Mar-2025,CTP,F10 Blackwattle Bay,0
Mar-2025,CTP,F2 Taronga Zoo,73348
Mar-2025,CTP,F3 Parramatta River,96693
Mar-2025,CTP,F4 Pyrmont Bay,111019
Mar-2025,CTP,F5 Neutral Bay,28215
Mar-2025,CTP,F6 Mosman Bay,35574
Mar-2025,CTP,F7 Double Bay,15189
Mar-2025,CTP,F8 Cockatoo Island,21607
Mar-2025,CTP,F9 Watsons Bay,86144
Mar-2025,Child/Youth,118F Newcastle,874
Mar-2025,Child/Youth,F1 Manly,18004
Mar-2025,Child/Youth,F10 Blackwattle Bay,0
Mar-2025,Child/Youth,F2 Taronga Zoo,5742
Mar-2025,Child/Youth,F3 Parramatta River,6818
Mar-2025,Child/Youth,F4 Pyrmont Bay,10670
Mar-2025,Child/Youth,F5 Neutral Bay,869
Mar-2025,Child/Youth,F6 Mosman Bay,1163
Mar-2025,Child/Youth,F7 Double Bay,318
Mar-2025,Child/Youth,F8 Cockatoo Island,2829
Mar-2025,Child/Youth,F9 Watsons Bay,2732
Mar-2025,Concession,118F Newcastle,621
Mar-2025,Concession,F1 Manly,13381
Mar-2025,Concession,F10 Blackwattle Bay,0
Mar-2025,Concession,F2 Taronga Zoo,2230
Mar-2025,Concession,F3 Parramatta River,3597
Mar-2025,Concession,F4 Pyrmont Bay,2779
Mar-2025,Concession,F5 Neutral Bay,1272
Mar-2025,Concession,F6 Mosman Bay,1774
Mar-2025,Concession,F7 Double Bay,188
Mar-2025,Concession,F8 Cockatoo Island,821
Mar-2025,Concession,F9 Watsons Bay,1679
Mar-2025,Day Pass without SAF,118F Newcastle,3
Mar-2025,Day Pass without SAF,F1 Manly,22
Mar-2025,Day Pass without SAF,F2 Taronga Zoo,1
Mar-2025,Day Pass without SAF,F3 Parramatta River,6
Mar-2025,Day Pass without SAF,F4 Pyrmont Bay,3
Mar-2025,Day Pass without SAF,F5 Neutral Bay,1
Mar-2025,Day Pass without SAF,F6 Mosman Bay,0
Mar-2025,Day Pass without SAF,F7 Double Bay,0
Mar-2025,Day Pass without SAF,F8 Cockatoo Island,0
Mar-2025,Day Pass without SAF,F9 Watsons Bay,0
Mar-2025,Employee,118F Newcastle,253
Mar-2025,Employee,F1 Manly,1898
Mar-2025,Employee,F10 Blackwattle Bay,0
Mar-2025,Employee,F2 Taronga Zoo,221
Mar-2025,Employee,F3 Parramatta River,903
Mar-2025,Employee,F4 Pyrmont Bay,573
Mar-2025,Employee,F5 Neutral Bay,146
Mar-2025,Employee,F6 Mosman Bay,220
Mar-2025,Employee,F7 Double Bay,22
Mar-2025,Employee,F8 Cockatoo Island,168
Mar-2025,Employee,F9 Watsons Bay,286
Mar-2025,Free Travel,118F Newcastle,314
Mar-2025,Free Travel,F1 Manly,627
Mar-2025,Free Travel,F10 Blackwattle Bay,0
Mar-2025,Free Travel,F2 Taronga Zoo,91
Mar-2025,Free Travel,F3 Parramatta River,299
Mar-2025,Free Travel,F4 Pyrmont Bay,231
Mar-2025,Free Travel,F5 Neutral Bay,58
Mar-2025,Free Travel,F6 Mosman Bay,85
Mar-2025,Free Travel,F7 Double Bay,19
Mar-2025,Free Travel,F8 Cockatoo Island,111
Mar-2025,Free Travel,F9 Watsons Bay,81
Mar-2025,School Student,118F Newcastle,312
Mar-2025,School Student,F1 Manly,2922
Mar-2025,School Student,F10 Blackwattle Bay,0
Mar-2025,School Student,F2 Taronga Zoo,494
Mar-2025,School Student,F3 Parramatta River,3799
Mar-2025,School Student,F4 Pyrmont Bay,1615
Mar-2025,School Student,F5 Neutral Bay,297
Mar-2025,School Student,F6 Mosman Bay,360
Mar-2025,School Student,F7 Double Bay,131
Mar-2025,School Student,F8 Cockatoo Island,745
Mar-2025,School Student,F9 Watsons Bay,653
Mar-2025,Senior/Pensioner,118F Newcastle,9782
Mar-2025,Senior/Pensioner,F1 Manly,66510
Mar-2025,Senior/Pensioner,F10 Blackwattle Bay,0
Mar-2025,Senior/Pensioner,F2 Taronga Zoo,8546
Mar-2025,Senior/Pensioner,F3 Parramatta River,32371
Mar-2025,Senior/Pensioner,F4 Pyrmont Bay,25681
Mar-2025,Senior/Pensioner,F5 Neutral Bay,8518
Mar-2025,Senior/Pensioner,F6 Mosman Bay,12496
Mar-2025,Senior/Pensioner,F7 Double Bay,3733
Mar-2025,Senior/Pensioner,F8 Cockatoo Island,7889
Mar-2025,Senior/Pensioner,F9 Watsons Bay,16272
Mar-2025,Sgl Trip Ferry Adult,F1 Manly,8313
Mar-2025,Sgl Trip Ferry Adult,F10 Blackwattle Bay,0
Mar-2025,Sgl Trip Ferry Adult,F2 Taronga Zoo,3300
Mar-2025,Sgl Trip Ferry Adult,F3 Parramatta River,5940
Mar-2025,Sgl Trip Ferry Adult,F4 Pyrmont Bay,3573
Mar-2025,Sgl Trip Ferry Adult,F5 Neutral Bay,370
Mar-2025,Sgl Trip Ferry Adult,F6 Mosman Bay,497
Mar-2025,Sgl Trip Ferry Adult,F7 Double Bay,130
Mar-2025,Sgl Trip Ferry Adult,F8 Cockatoo Island,289
Mar-2025,Sgl Trip Ferry Adult,F9 Watsons Bay,1392
Mar-2025,Sgl Trip Ferry Child/Youth,F1 Manly,3022
Mar-2025,Sgl Trip Ferry Child/Youth,F10 Blackwattle Bay,0
Mar-2025,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,1420
Mar-2025,Sgl Trip Ferry Child/Youth,F3 Parramatta River,906
Mar-2025,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,1427
Mar-2025,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,144
Mar-2025,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,260
Mar-2025,Sgl Trip Ferry Child/Youth,F7 Double Bay,38
Mar-2025,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,116
Mar-2025,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,343
May-2024,Adult,118F Newcastle,6759
May-2024,Adult,F1 Manly,136624
May-2024,Adult,F10 Blackwattle Bay,0
May-2024,Adult,F2 Taronga Zoo,24962
May-2024,Adult,F3 Parramatta River,54580
May-2024,Adult,F4 Pyrmont Bay,51217
May-2024,Adult,F5 Neutral Bay,10915
May-2024,Adult,F6 Mosman Bay,14147
May-2024,Adult,F7 Double Bay,3583
May-2024,Adult,F8 Cockatoo Island,9518
May-2024,Adult,F9 Watsons Bay,25148
May-2024,CTP,118F Newcastle,14481
May-2024,CTP,F1 Manly,261394
May-2024,CTP,F10 Blackwattle Bay,0
May-2024,CTP,F2 Taronga Zoo,44767
May-2024,CTP,F3 Parramatta River,77472
May-2024,CTP,F4 Pyrmont Bay,95841
May-2024,CTP,F5 Neutral Bay,21892
May-2024,CTP,F6 Mosman Bay,26478
May-2024,CTP,F7 Double Bay,10684
May-2024,CTP,F8 Cockatoo Island,16349
May-2024,CTP,F9 Watsons Bay,60472
May-2024,Child/Youth,118F Newcastle,827
May-2024,Child/Youth,F1 Manly,11758
May-2024,Child/Youth,F10 Blackwattle Bay,0
May-2024,Child/Youth,F2 Taronga Zoo,5191
May-2024,Child/Youth,F3 Parramatta River,6026
May-2024,Child/Youth,F4 Pyrmont Bay,11248
May-2024,Child/Youth,F5 Neutral Bay,617
May-2024,Child/Youth,F6 Mosman Bay,1082
May-2024,Child/Youth,F7 Double Bay,228
May-2024,Child/Youth,F8 Cockatoo Island,2505
May-2024,Child/Youth,F9 Watsons Bay,2380
May-2024,Concession,118F Newcastle,966
May-2024,Concession,F1 Manly,8767
May-2024,Concession,F10 Blackwattle Bay,0
May-2024,Concession,F2 Taronga Zoo,1261
May-2024,Concession,F3 Parramatta River,3029
May-2024,Concession,F4 Pyrmont Bay,2772
May-2024,Concession,F5 Neutral Bay,808
May-2024,Concession,F6 Mosman Bay,1375
May-2024,Concession,F7 Double Bay,144
May-2024,Concession,F8 Cockatoo Island,640
May-2024,Concession,F9 Watsons Bay,1174
May-2024,Day Pass Child/Youth w/o SAF,F1 Manly,6
May-2024,Day Pass Child/Youth w/o SAF,F2 Taronga Zoo,1
May-2024,Day Pass Child/Youth w/o SAF,F3 Parramatta River,1
May-2024,Day Pass Child/Youth w/o SAF,F8 Cockatoo Island,94
May-2024,Day Pass without SAF,F1 Manly,11
May-2024,Day Pass without SAF,F3 Parramatta River,1
May-2024,Day Pass without SAF,F4 Pyrmont Bay,16
May-2024,Day Pass without SAF,F8 Cockatoo Island,6
May-2024,Employee,118F Newcastle,195
May-2024,Employee,F1 Manly,1462
May-2024,Employee,F10 Blackwattle Bay,0
May-2024,Employee,F2 Taronga Zoo,231
May-2024,Employee,F3 Parramatta River,829
May-2024,Employee,F4 Pyrmont Bay,733
May-2024,Employee,F5 Neutral Bay,201
May-2024,Employee,F6 Mosman Bay,204
May-2024,Employee,F7 Double Bay,29
May-2024,Employee,F8 Cockatoo Island,104
May-2024,Employee,F9 Watsons Bay,267
May-2024,Free Travel,118F Newcastle,268
May-2024,Free Travel,F1 Manly,541
May-2024,Free Travel,F10 Blackwattle Bay,0
May-2024,Free Travel,F2 Taronga Zoo,75
May-2024,Free Travel,F3 Parramatta River,208
May-2024,Free Travel,F4 Pyrmont Bay,181
May-2024,Free Travel,F5 Neutral Bay,95
May-2024,Free Travel,F6 Mosman Bay,120
May-2024,Free Travel,F7 Double Bay,7
May-2024,Free Travel,F8 Cockatoo Island,78
May-2024,Free Travel,F9 Watsons Bay,41
May-2024,School Student,118F Newcastle,452
May-2024,School Student,F1 Manly,2500
May-2024,School Student,F10 Blackwattle Bay,0
May-2024,School Student,F2 Taronga Zoo,618
May-2024,School Student,F3 Parramatta River,3561
May-2024,School Student,F4 Pyrmont Bay,2213
May-2024,School Student,F5 Neutral Bay,176
May-2024,School Student,F6 Mosman Bay,313
May-2024,School Student,F7 Double Bay,104
May-2024,School Student,F8 Cockatoo Island,751
May-2024,School Student,F9 Watsons Bay,502
May-2024,Senior/Pensioner,118F Newcastle,9593
May-2024,Senior/Pensioner,F1 Manly,57821
May-2024,Senior/Pensioner,F10 Blackwattle Bay,0
May-2024,Senior/Pensioner,F2 Taronga Zoo,6909
May-2024,Senior/Pensioner,F3 Parramatta River,28309
May-2024,Senior/Pensioner,F4 Pyrmont Bay,27135
May-2024,Senior/Pensioner,F5 Neutral Bay,8755
May-2024,Senior/Pensioner,F6 Mosman Bay,11741
May-2024,Senior/Pensioner,F7 Double Bay,2894
May-2024,Senior/Pensioner,F8 Cockatoo Island,6334
May-2024,Senior/Pensioner,F9 Watsons Bay,14891
May-2024,Sgl Trip Ferry Adult,F1 Manly,5479
May-2024,Sgl Trip Ferry Adult,F10 Blackwattle Bay,0
May-2024,Sgl Trip Ferry Adult,F2 Taronga Zoo,2400
May-2024,Sgl Trip Ferry Adult,F3 Parramatta River,2397
May-2024,Sgl Trip Ferry Adult,F4 Pyrmont Bay,3191
May-2024,Sgl Trip Ferry Adult,F5 Neutral Bay,335
May-2024,Sgl Trip Ferry Adult,F6 Mosman Bay,348
May-2024,Sgl Trip Ferry Adult,F7 Double Bay,87
May-2024,Sgl Trip Ferry Adult,F8 Cockatoo Island,163
May-2024,Sgl Trip Ferry Adult,F9 Watsons Bay,910
May-2024,Sgl Trip Ferry Child/Youth,F1 Manly,1964
May-2024,Sgl Trip Ferry Child/Youth,F10 Blackwattle Bay,0
May-2024,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,1007
May-2024,Sgl Trip Ferry Child/Youth,F3 Parramatta River,628
May-2024,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,1544
May-2024,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,121
May-2024,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,176
May-2024,Sgl Trip Ferry Child/Youth,F7 Double Bay,26
May-2024,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,97
May-2024,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,312
May-2024,UNKNOWN,F3 Parramatta River,1
May-2024,UNKNOWN,F4 Pyrmont Bay,1
May-2024,UNKNOWN,F8 Cockatoo Island,0
May-2025,Adult,118F Newcastle,5752
May-2025,Adult,F1 Manly,48742
May-2025,Adult,F10 Blackwattle Bay,0
May-2025,Adult,F2 Taronga Zoo,23501
May-2025,Adult,F3 Parramatta River,54783
May-2025,Adult,F4 Pyrmont Bay,48754
May-2025,Adult,F5 Neutral Bay,9618
May-2025,Adult,F6 Mosman Bay,13042
May-2025,Adult,F7 Double Bay,3238
May-2025,Adult,F8 Cockatoo Island,10212
May-2025,Adult,F9 Watsons Bay,26345
May-2025,Adult,MFF Manly Fast Ferry,73758
May-2025,CTP,118F Newcastle,15253
May-2025,CTP,F1 Manly,104629
May-2025,CTP,F10 Blackwattle Bay,0
May-2025,CTP,F2 Taronga Zoo,54103
May-2025,CTP,F3 Parramatta River,91332
May-2025,CTP,F4 Pyrmont Bay,112637
May-2025,CTP,F5 Neutral Bay,24709
May-2025,CTP,F6 Mosman Bay,30754
May-2025,CTP,F7 Double Bay,12738
May-2025,CTP,F8 Cockatoo Island,20469
May-2025,CTP,F9 Watsons Bay,71869
May-2025,CTP,MFF Manly Fast Ferry,193213
May-2025,Child/Youth,118F Newcastle,682
May-2025,Child/Youth,F1 Manly,6551
May-2025,Child/Youth,F10 Blackwattle Bay,0
May-2025,Child/Youth,F2 Taronga Zoo,5043
May-2025,Child/Youth,F3 Parramatta River,7768
May-2025,Child/Youth,F4 Pyrmont Bay,13677
May-2025,Child/Youth,F5 Neutral Bay,863
May-2025,Child/Youth,F6 Mosman Bay,1287
May-2025,Child/Youth,F7 Double Bay,415
May-2025,Child/Youth,F8 Cockatoo Island,2605
May-2025,Child/Youth,F9 Watsons Bay,2891
May-2025,Child/Youth,MFF Manly Fast Ferry,5936
May-2025,Concession,118F Newcastle,599
May-2025,Concession,F1 Manly,3312
May-2025,Concession,F10 Blackwattle Bay,0
May-2025,Concession,F2 Taronga Zoo,1512
May-2025,Concession,F3 Parramatta River,3053
May-2025,Concession,F4 Pyrmont Bay,3522
May-2025,Concession,F5 Neutral Bay,1086
May-2025,Concession,F6 Mosman Bay,1513
May-2025,Concession,F7 Double Bay,165
May-2025,Concession,F8 Cockatoo Island,897
May-2025,Concession,F9 Watsons Bay,1600
May-2025,Concession,MFF Manly Fast Ferry,6594
May-2025,Day Pass Child/Youth w/o SAF,F3 Parramatta River,38
May-2025,Day Pass Child/Youth w/o SAF,F8 Cockatoo Island,121
May-2025,Day Pass without SAF,F1 Manly,2
May-2025,Day Pass without SAF,F2 Taronga Zoo,0
May-2025,Day Pass without SAF,F3 Parramatta River,18
May-2025,Day Pass without SAF,F4 Pyrmont Bay,4
May-2025,Day Pass without SAF,F5 Neutral Bay,0
May-2025,Day Pass without SAF,F6 Mosman Bay,0
May-2025,Day Pass without SAF,F7 Double Bay,0
May-2025,Day Pass without SAF,F8 Cockatoo Island,15
May-2025,Day Pass without SAF,F9 Watsons Bay,0
May-2025,Day Pass without SAF,MFF Manly Fast Ferry,3
May-2025,Employee,118F Newcastle,240
May-2025,Employee,F1 Manly,700
May-2025,Employee,F10 Blackwattle Bay,0
May-2025,Employee,F2 Taronga Zoo,219
May-2025,Employee,F3 Parramatta River,922
May-2025,Employee,F4 Pyrmont Bay,716
May-2025,Employee,F5 Neutral Bay,153
May-2025,Employee,F6 Mosman Bay,252
May-2025,Employee,F7 Double Bay,37
May-2025,Employee,F8 Cockatoo Island,153
May-2025,Employee,F9 Watsons Bay,269
May-2025,Employee,MFF Manly Fast Ferry,929
May-2025,Free Travel,118F Newcastle,320
May-2025,Free Travel,F1 Manly,271
May-2025,Free Travel,F10 Blackwattle Bay,0
May-2025,Free Travel,F2 Taronga Zoo,91
May-2025,Free Travel,F3 Parramatta River,298
May-2025,Free Travel,F4 Pyrmont Bay,215
May-2025,Free Travel,F5 Neutral Bay,45
May-2025,Free Travel,F6 Mosman Bay,85
May-2025,Free Travel,F7 Double Bay,11
May-2025,Free Travel,F8 Cockatoo Island,71
May-2025,Free Travel,F9 Watsons Bay,66
May-2025,Free Travel,MFF Manly Fast Ferry,248
May-2025,School Student,118F Newcastle,278
May-2025,School Student,F1 Manly,777
May-2025,School Student,F10 Blackwattle Bay,0
May-2025,School Student,F2 Taronga Zoo,557
May-2025,School Student,F3 Parramatta River,3746
May-2025,School Student,F4 Pyrmont Bay,1865
May-2025,School Student,F5 Neutral Bay,333
May-2025,School Student,F6 Mosman Bay,353
May-2025,School Student,F7 Double Bay,91
May-2025,School Student,F8 Cockatoo Island,775
May-2025,School Student,F9 Watsons Bay,561
May-2025,School Student,MFF Manly Fast Ferry,1751
May-2025,Senior/Pensioner,118F Newcastle,8703
May-2025,Senior/Pensioner,F1 Manly,29096
May-2025,Senior/Pensioner,F10 Blackwattle Bay,0
May-2025,Senior/Pensioner,F2 Taronga Zoo,7010
May-2025,Senior/Pensioner,F3 Parramatta River,29966
May-2025,Senior/Pensioner,F4 Pyrmont Bay,26580
May-2025,Senior/Pensioner,F5 Neutral Bay,8489
May-2025,Senior/Pensioner,F6 Mosman Bay,11529
May-2025,Senior/Pensioner,F7 Double Bay,3106
May-2025,Senior/Pensioner,F8 Cockatoo Island,7599
May-2025,Senior/Pensioner,F9 Watsons Bay,15039
May-2025,Senior/Pensioner,MFF Manly Fast Ferry,25823
May-2025,Sgl Trip Ferry Adult,F1 Manly,2374
May-2025,Sgl Trip Ferry Adult,F10 Blackwattle Bay,0
May-2025,Sgl Trip Ferry Adult,F2 Taronga Zoo,2096
May-2025,Sgl Trip Ferry Adult,F3 Parramatta River,4056
May-2025,Sgl Trip Ferry Adult,F4 Pyrmont Bay,2757
May-2025,Sgl Trip Ferry Adult,F5 Neutral Bay,216
May-2025,Sgl Trip Ferry Adult,F6 Mosman Bay,297
May-2025,Sgl Trip Ferry Adult,F7 Double Bay,78
May-2025,Sgl Trip Ferry Adult,F8 Cockatoo Island,182
May-2025,Sgl Trip Ferry Adult,F9 Watsons Bay,983
May-2025,Sgl Trip Ferry Adult,MFF Manly Fast Ferry,1710
May-2025,Sgl Trip Ferry Child/Youth,F1 Manly,1032
May-2025,Sgl Trip Ferry Child/Youth,F10 Blackwattle Bay,0
May-2025,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,828
May-2025,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1082
May-2025,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,1598
May-2025,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,91
May-2025,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,187
May-2025,Sgl Trip Ferry Child/Youth,F7 Double Bay,21
May-2025,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,95
May-2025,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,282
May-2025,Sgl Trip Ferry Child/Youth,MFF Manly Fast Ferry,752
Nov-2024,Adult,118F Newcastle,6731
Nov-2024,Adult,F1 Manly,159405
Nov-2024,Adult,F10 Blackwattle Bay,0
Nov-2024,Adult,F2 Taronga Zoo,28257
Nov-2024,Adult,F3 Parramatta River,57448
Nov-2024,Adult,F4 Pyrmont Bay,48533
Nov-2024,Adult,F5 Neutral Bay,12791
Nov-2024,Adult,F6 Mosman Bay,13826
Nov-2024,Adult,F7 Double Bay,3940
Nov-2024,Adult,F8 Cockatoo Island,10072
Nov-2024,Adult,F9 Watsons Bay,31319
Nov-2024,CTP,118F Newcastle,17496
Nov-2024,CTP,F1 Manly,376438
Nov-2024,CTP,F10 Blackwattle Bay,0
Nov-2024,CTP,F2 Taronga Zoo,72160
Nov-2024,CTP,F3 Parramatta River,93508
Nov-2024,CTP,F4 Pyrmont Bay,109285
Nov-2024,CTP,F5 Neutral Bay,29122
Nov-2024,CTP,F6 Mosman Bay,31704
Nov-2024,CTP,F7 Double Bay,13217
Nov-2024,CTP,F8 Cockatoo Island,19121
Nov-2024,CTP,F9 Watsons Bay,82890
Nov-2024,Child/Youth,118F Newcastle,995
Nov-2024,Child/Youth,F1 Manly,21375
Nov-2024,Child/Youth,F10 Blackwattle Bay,0
Nov-2024,Child/Youth,F2 Taronga Zoo,6192
Nov-2024,Child/Youth,F3 Parramatta River,8536
Nov-2024,Child/Youth,F4 Pyrmont Bay,11733
Nov-2024,Child/Youth,F5 Neutral Bay,846
Nov-2024,Child/Youth,F6 Mosman Bay,1071
Nov-2024,Child/Youth,F7 Double Bay,304
Nov-2024,Child/Youth,F8 Cockatoo Island,3955
Nov-2024,Child/Youth,F9 Watsons Bay,3718
Nov-2024,Concession,118F Newcastle,483
Nov-2024,Concession,F1 Manly,9499
Nov-2024,Concession,F10 Blackwattle Bay,0
Nov-2024,Concession,F2 Taronga Zoo,1375
Nov-2024,Concession,F3 Parramatta River,2896
Nov-2024,Concession,F4 Pyrmont Bay,2551
Nov-2024,Concession,F5 Neutral Bay,930
Nov-2024,Concession,F6 Mosman Bay,1120
Nov-2024,Concession,F7 Double Bay,157
Nov-2024,Concession,F8 Cockatoo Island,596
Nov-2024,Concession,F9 Watsons Bay,1598
Nov-2024,Day Pass without SAF,F1 Manly,18
Nov-2024,Day Pass without SAF,F2 Taronga Zoo,0
Nov-2024,Day Pass without SAF,F3 Parramatta River,0
Nov-2024,Day Pass without SAF,F4 Pyrmont Bay,5
Nov-2024,Day Pass without SAF,F5 Neutral Bay,0
Nov-2024,Day Pass without SAF,F6 Mosman Bay,0
Nov-2024,Day Pass without SAF,F7 Double Bay,0
Nov-2024,Day Pass without SAF,F8 Cockatoo Island,0
Nov-2024,Day Pass without SAF,F9 Watsons Bay,0
Nov-2024,Employee,118F Newcastle,322
Nov-2024,Employee,F1 Manly,1897
Nov-2024,Employee,F10 Blackwattle Bay,0
Nov-2024,Employee,F2 Taronga Zoo,180
Nov-2024,Employee,F3 Parramatta River,876
Nov-2024,Employee,F4 Pyrmont Bay,588
Nov-2024,Employee,F5 Neutral Bay,176
Nov-2024,Employee,F6 Mosman Bay,199
Nov-2024,Employee,F7 Double Bay,37
Nov-2024,Employee,F8 Cockatoo Island,105
Nov-2024,Employee,F9 Watsons Bay,255
Nov-2024,Free Travel,118F Newcastle,341
Nov-2024,Free Travel,F1 Manly,634
Nov-2024,Free Travel,F10 Blackwattle Bay,0
Nov-2024,Free Travel,F2 Taronga Zoo,92
Nov-2024,Free Travel,F3 Parramatta River,322
Nov-2024,Free Travel,F4 Pyrmont Bay,197
Nov-2024,Free Travel,F5 Neutral Bay,106
Nov-2024,Free Travel,F6 Mosman Bay,93
Nov-2024,Free Travel,F7 Double Bay,5
Nov-2024,Free Travel,F8 Cockatoo Island,92
Nov-2024,Free Travel,F9 Watsons Bay,134
Nov-2024,School Student,118F Newcastle,287
Nov-2024,School Student,F1 Manly,3327
Nov-2024,School Student,F10 Blackwattle Bay,0
Nov-2024,School Student,F2 Taronga Zoo,640
Nov-2024,School Student,F3 Parramatta River,3051
Nov-2024,School Student,F4 Pyrmont Bay,1667
Nov-2024,School Student,F5 Neutral Bay,146
Nov-2024,School Student,F6 Mosman Bay,350
Nov-2024,School Student,F7 Double Bay,89
Nov-2024,School Student,F8 Cockatoo Island,580
Nov-2024,School Student,F9 Watsons Bay,661
Nov-2024,Senior/Pensioner,118F Newcastle,10120
Nov-2024,Senior/Pensioner,F1 Manly,63802
Nov-2024,Senior/Pensioner,F10 Blackwattle Bay,0
Nov-2024,Senior/Pensioner,F2 Taronga Zoo,8354
Nov-2024,Senior/Pensioner,F3 Parramatta River,31914
Nov-2024,Senior/Pensioner,F4 Pyrmont Bay,24789
Nov-2024,Senior/Pensioner,F5 Neutral Bay,10022
Nov-2024,Senior/Pensioner,F6 Mosman Bay,11111
Nov-2024,Senior/Pensioner,F7 Double Bay,3611
Nov-2024,Senior/Pensioner,F8 Cockatoo Island,6641
Nov-2024,Senior/Pensioner,F9 Watsons Bay,16962
Nov-2024,Sgl Trip Ferry Adult,F1 Manly,8471
Nov-2024,Sgl Trip Ferry Adult,F10 Blackwattle Bay,0
Nov-2024,Sgl Trip Ferry Adult,F2 Taronga Zoo,3100
Nov-2024,Sgl Trip Ferry Adult,F3 Parramatta River,5495
Nov-2024,Sgl Trip Ferry Adult,F4 Pyrmont Bay,3507
Nov-2024,Sgl Trip Ferry Adult,F5 Neutral Bay,404
Nov-2024,Sgl Trip Ferry Adult,F6 Mosman Bay,445
Nov-2024,Sgl Trip Ferry Adult,F7 Double Bay,111
Nov-2024,Sgl Trip Ferry Adult,F8 Cockatoo Island,235
Nov-2024,Sgl Trip Ferry Adult,F9 Watsons Bay,1268
Nov-2024,Sgl Trip Ferry Child/Youth,F1 Manly,2915
Nov-2024,Sgl Trip Ferry Child/Youth,F10 Blackwattle Bay,0
Nov-2024,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,1199
Nov-2024,Sgl Trip Ferry Child/Youth,F3 Parramatta River,951
Nov-2024,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,1673
Nov-2024,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,121
Nov-2024,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,184
Nov-2024,Sgl Trip Ferry Child/Youth,F7 Double Bay,35
Nov-2024,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,103
Nov-2024,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,362
Oct-2024,Adult,118F Newcastle,7367
Oct-2024,Adult,F1 Manly,169117
Oct-2024,Adult,F10 Blackwattle Bay,0
Oct-2024,Adult,F2 Taronga Zoo,36920
Oct-2024,Adult,F3 Parramatta River,63266
Oct-2024,Adult,F4 Pyrmont Bay,55733
